studytime,score
55.33253688880515,168.52088732694722
71.80374727086952,217.23969548138632
60.67357423109274,184.7925132444919
54.94343511669279,167.6538095040421
42.941825134551564,132.9887113529354
64.94351719359895,198.16707953023325
44.321133915006556,134.59421990707722
89.2855270774259,269.61720205470175
96.4026132896019,292.3074994646928
38.96071036375199,119.53739482197858
79.3807787701838,240.782467836649
53.360597055537546,160.46483512230182
57.2364115482993,173.68490852049896
92.63406719097344,279.16417066371463
8.032569761590807,26.37763388381566
9.62580067045253,30.779251621714636
3.001621346592246,11.91504294786933
83.42936470924586,252.60531234292887
78.03751834403519,236.89888299421455
87.1312026764351,262.9271889325693
97.88321588104364,294.7052013872127
80.11669785745563,241.94004387916436
46.686456863040256,142.04235017525932
78.2723884523591,237.19631709263234
12.709168161024389,42.38681343376402
64.35218111142485,195.01428618261394
15.191975453495594,46.61998135999401
94.5222227879088,285.22068658802704
52.662983853257096,159.5253555851252
42.051532059061834,128.63607765095898
27.19100559835807,82.03221978062959
77.64913525398745,235.0106677561627
46.1588828894383,140.6331552062803
57.274960937996205,174.05706385018888
2.860190243199159,9.983254660632113
62.145914210511826,188.19982090179948
61.59747654951972,185.36836873957662
62.076465690600934,187.7360771884406
94.43105977294779,284.7503178428267
68.50020961124486,207.916678879996
36.591282156804816,110.61766403859252
44.2661634261348,135.57968838011442
70.06548839679922,213.69094973488905
6.9623216912977135,20.816980048879607
67.0099048291211,203.4559732181414
67.39314909219779,204.8563553116236
21.82787354631025,66.84618361337851
13.763703467830478,42.893838589162634
32.22740674149421,98.54933964689566
37.00736632331964,112.72430809055717
57.449480271370085,174.03942784506313
44.42154983276971,133.58864569197917
98.8490099678634,299.69936146837335
11.102436264054779,36.38692738420116
21.678798853388635,66.2230323009617
16.969642270614628,51.44250248404137
65.65772422107445,199.4942375396761
26.07586865143843,79.65181798450223
47.16476651277432,143.63625270164374
25.19813360815867,77.27507240733091
16.737988780906452,52.90550509378954
11.927138975266208,38.47616606945463
65.97662935706207,199.20429069272262
14.680112183512767,44.656972595143245
20.461653806325295,61.8020230216408
37.50379189543545,115.12175506541354
82.27832975494557,247.6461300070527
10.613026303513065,33.33226255624051
83.95654584238159,253.27332348869425
10.513742381502343,33.48865984823749
97.66948703632617,293.072181303132
47.39646896312246,144.37818548616121
97.69934773084337,295.6219342163643
60.87970645475955,184.7275414513233
74.18709436043187,224.25039690959713
4.879591433177747,16.736174465802023
28.99788929506455,89.39271423083377
12.899459560103722,37.92578592388452
30.317879554692347,94.90955097232772
12.754044176470162,40.65222585209841
32.48033476000363,98.78859569762386
42.01203645695233,127.64515599566938
7.350602138529652,24.545548192938146
69.55473981763197,210.54811551386155
57.09354396645094,171.24994743157131
27.273559603005097,85.8851716703746
52.80155729320327,160.29413122237733
10.300110565085726,33.92050440697298
58.018703060061746,175.36405933240084
93.00032356004519,282.53734773438134
32.53832629268104,99.9013225669354
67.0736276164045,203.82972668368893
14.047988378034825,43.098711767957525
71.91639320773798,218.96032491289662
29.65120320177291,91.6434277698535
19.135944838704567,60.7096807456787
59.06478054619823,178.5662540789531
2.9906470725618615,10.490914099224797
83.06506289251895,253.49910537524082
1.4648521430621595,5.33454060646493
68.10383714282678,206.17556172780203
27.73078934602432,86.32925940067565
73.7842081901369,223.45034953812555
96.25666596662639,291.3529515796325
25.626561208475845,78.48023459616466
58.03957610736585,176.48878420994507
59.61215119591206,179.52992673600085
57.65293867329646,176.61694669950757
23.08508163142121,71.13708084913506
95.32215214018152,287.2862782165477
45.265412483145106,138.46262053146725
84.79445857464165,255.9226559365364
70.24844825643292,211.411086297896
30.446258134658233,91.99205689817714
81.56598415054525,247.39172560432587
40.25406834385148,122.60263159340816
88.229216514005,266.5539479823466
58.54601439095001,178.71578697882632
88.29180082363042,265.74857666213455
69.56062741769883,209.95120450023165
72.8001737021444,220.01564129725193
50.63111381074352,153.98769302154764
95.65227983759917,288.9146680615069
64.75502972373411,195.97820197881242
42.96164980725979,130.82332301968373
61.032928198664514,184.99147931970236
2.900126632624019,9.980775509320264
30.855906850780382,93.75472756378707
66.35718021177581,201.34605699305138
29.717683113833964,90.26213425850635
62.18352747088531,187.39322715346506
43.44810139363085,132.03201192976687
14.411932358022574,45.078130057903905
30.529950269647046,95.84657430623935
57.42652615942522,173.57487820241943
59.49640336356915,181.43247081567694
57.8581996361083,176.32178724252952
65.66688116585622,197.81169854236492
65.5582237301672,199.4479241679042
43.710425107963424,131.94739468369696
89.75811298925524,268.615166729769
37.38862513474176,114.77219492858465
44.15062760129705,132.69599222045343
89.30041214655154,270.3521709014605
80.8132049155625,243.75560384895027
70.68496977049627,215.7144601076787
10.92246184391781,35.83589493106944
92.02877876072269,277.6329504783167
71.70988865536204,216.44182835505745
99.88585365021879,300.44348354756227
15.795382161141381,48.94522385113155
86.94447967945321,262.55308354317515
17.086800532961107,52.895708054491635
61.94039686410057,187.97789444757407
13.25817830209471,42.35305640401301
84.95281470290121,257.2080985656968
80.92457691377606,244.00958681742176
57.34097312284474,172.58512789473264
41.31114642537397,127.29797112422438
7.847532550058666,24.853148465626063
70.0454485413118,211.4840520240004
45.90072558512882,139.18098744308534
72.48350434756445,217.60744349253667
86.7718502669343,261.8375767967624
97.5766289952857,294.2502311718491
85.72453089686849,259.79395098894895
2.159694334315195,9.177540152052922
36.63782838335803,111.91725603916035
73.26906567998175,222.73904541405958
17.99133804888261,56.31397913044909
52.5826240142088,159.73218993102384
6.3794608455861095,21.299310705056552
20.799655964743607,64.20831440064943
2.833657651600783,10.106123440768899
79.57607263238464,240.46048436025995
23.168544117977632,70.37762102246289
35.189816388993364,107.84989087229638
92.8800480530935,279.64702054835095
70.73702579042974,215.05270863536285
