x,y
55.33253688880515,53.99045025470752
71.80374727086952,90.50038049988066
60.67357423109274,50.737260388121534
54.94343511669279,10.986131293310303
42.941825134551564,53.23061585369198
64.94351719359895,71.41166447133747
44.321133915006556,31.982473399098705
89.2855270774259,5.982209785116221
96.4026132896019,13.20492372851167
38.96071036375199,78.18938429403664
79.3807787701838,94.85416553568666
53.360597055537546,72.10041719937719
57.2364115482993,75.63546455168829
92.63406719097344,11.855248409035253
8.032569761590807,64.17684310675851
9.62580067045253,29.655616107862347
3.001621346592246,36.80849844524851
83.42936470924586,1.3128178524779068
78.03751834403519,5.308901848762112
87.1312026764351,79.6252153751969
97.88321588104364,77.96935918123745
80.11669785745563,56.847818289417255
46.686456863040256,39.34940656111019
78.2723884523591,35.169418693849835
12.709168161024389,41.59406109878109
64.35218111142485,7.638691596315324
15.191975453495594,97.38327847854165
94.5222227879088,7.341862621431577
52.662983853257096,11.73571137707113
42.051532059061834,48.381039683641454
27.19100559835807,87.27689412719901
77.64913525398745,98.05066368039654
46.1588828894383,68.10293092653254
57.274960937996205,87.83890557129435
2.860190243199159,27.490064490734994
62.145914210511826,61.971104630410096
61.59747654951972,45.53036199940876
62.076465690600934,62.1439602991151
94.43105977294779,80.47864843704592
68.50020961124486,4.775203947617657
36.591282156804816,30.34515173133708
44.2661634261348,34.0719538378717
70.06548839679922,51.39841386525071
6.9623216912977135,74.75971839798726
67.0099048291211,59.71438913448459
67.39314909219779,35.016517077789224
21.82787354631025,30.963352449665635
13.763703467830478,28.688295876081177
32.22740674149421,92.18597745293826
37.00736632331964,87.6567922684416
57.449480271370085,84.29407511396224
44.42154983276971,87.17003812065335
98.8490099678634,82.31412545356181
11.102436264054779,97.85248946845634
21.678798853388635,80.05740910974009
16.969642270614628,68.03776347827473
65.65772422107445,44.07119344953108
26.07586865143843,94.80566752242007
47.16476651277432,61.27949233699077
25.19813360815867,97.01000399794331
16.737988780906452,8.512278666689735
11.927138975266208,5.899677343802502
65.97662935706207,79.72754336938496
14.680112183512767,22.700662381543722
20.461653806325295,34.00061723999386
37.50379189543545,23.186896082443944
82.27832975494557,5.594501624973469
10.613026303513065,73.71895133015306
83.95654584238159,20.040240679782617
10.513742381502343,84.63763647674965
97.66948703632617,83.46569039055588
47.39646896312246,80.32194268112498
97.69934773084337,65.7133973516979
60.87970645475955,35.37733545341697
74.18709436043187,47.508448797351186
4.879591433177747,10.930894475768568
28.99788929506455,20.66672529152928
12.899459560103722,61.235462221588435
30.317879554692347,26.036957443371882
12.754044176470162,36.10268470909621
32.48033476000363,50.86426392505744
42.01203645695233,21.801655346257814
7.350602138529652,87.5069758293293
69.55473981763197,3.449749338714385
57.09354396645094,66.51380677205316
27.273559603005097,93.46993624641257
52.80155729320327,45.36727695324919
10.300110565085726,65.56555633811499
58.018703060061746,18.583511942737868
93.00032356004519,31.59764119632694
32.53832629268104,98.12416849496522
67.0736276164045,69.95484688646268
14.047988378034825,97.43584980334549
71.91639320773798,46.81442373222365
29.65120320177291,38.13228354892191
19.135944838704567,84.06741706039521
59.06478054619823,56.62475250681653
2.9906470725618615,52.35465691401239
83.06506289251895,77.2289471491914
1.4648521430621595,66.48832107525622
68.10383714282678,58.33387493878316
27.73078934602432,54.787669801074586
73.7842081901369,77.11727504960731
96.25666596662639,97.11512861308205
25.626561208475845,31.191682383492523
58.03957610736585,67.85565386290168
59.61215119591206,23.11377121374274
57.65293867329646,74.69154451725093
23.08508163142121,49.40397472078667
95.32215214018152,39.41778082686726
45.265412483145106,88.78240784164744
84.79445857464165,73.6165544986364
70.24844825643292,54.14528740014094
30.446258134658233,86.71437275971837
81.56598415054525,15.445517097420941
40.25406834385148,89.86719760500387
88.229216514005,87.98524756360582
58.54601439095001,76.91365776116636
88.29180082363042,40.57971765294603
69.56062741769883,25.60282154099736
72.8001737021444,4.01310310220188
50.63111381074352,77.48325678602994
95.65227983759917,74.21439768621327
64.75502972373411,54.88994090307097
