x,y
0.9762700785464951,5.8403130720076035
4.30378732744839,14.990900108423176
2.055267521432878,7.21649796942026
0.8976636599379368,4.698691063961437
1.5269040132219054, 0.7488736071257032
2.917882261333123,10.992845680488553
1.2482557747461502, 2.044196073548258
7.835460015641594,70.381830292688214
9.273255210020587,30.12041019583801
2.3311696234844455, 5.3984496915335844
5.834500761653292,19.554213933723492
0.5778983950580887,3.8378261768624244
1.3608912218786458,5.6354363693512495
8.51193276585322,27.826692060468076
8.579278836042262, 25.122689198313935
8.257414005969185, 21.86358417185789
9.595632051193485, 46.449048780057293
6.65239691095876,23.41918136156479
5.563135018997009,17.104824934852573
7.400242964936382,75.048195382839577
9.572366844655281,30.03070823745906
5.983171284334471,79.806891798693208
 0.7704127549413631, 0.36504785739993306
5.610583525729108,17.7547357164441945
 7.634511482621336, 20.132640961659348
2.798420426550477,10.758688771211519
 7.132934251819072, 18.67659562122055
8.893378340991678,27.231456790273512
0.43696643500143395,83.458839046449967
 1.7067612001895291, 4.037023497292533
 4.70888775790746, 13.140545371285205
5.484673788684333,17.210133953208945
 0.876993355669029,1.0560224040251804
1.3686789773729693,6.168511952884744
 9.624203991272896, 28.60038677284253
2.352709941517542,10.086347404211274
2.2419144544484286,7.646298174112738
2.3386799374951384,8.049185499217234
8.874961570292484,29.24131163169407
3.636405982069668,13.948117958026618
 2.80984198852428, 5.802242827765752
 1.259360924013171, 1.8691023226036079
3.9526239185452976,14.228283534580477
 8.795490567414603, 24.300622409845538
3.335334308913353,11.382364040145514
3.412757392363188,12.893950843068843
 5.792348778523182, 16.51137442105859
 7.421474046902934, 20.949650495362366
 3.691432981516323, 8.655508393976255
 2.725784581147548, 6.551025171595387
1.4039354083575937,6.651793888631001
 1.2279697307535926, 1.1975392314699735
9.767476761184525,30.01308733525435
 7.959103785039439, 20.580232620437403
 5.822464878103306, 16.405089231528244
 6.773809642300074, 18.3923216439041
3.0621665093079677,11.6384752380613
 4.934167949204358, 14.058520146098079
 0.6737845428738751, 0.7778311846165058
 5.111488159967945, 14.619825137187538
 6.820608327089605, 19.938259713639322
 7.792497176713898, 21.35875135828881
3.1265917893054684,11.897940919705775
 7.236340973027724, 19.515915743528964
 6.06835276639893, 14.18847692397483
 2.6254965867807183, 6.563524043574292
6.419864596958703,20.712162200207764
 8.057974484138775, 23.09825750020401
6.758898149976076,22.24164428430824
 8.078031842120739, 21.78773132451252
9.529189300267916,31.65705658596789
 0.6269759670459685, 0.2749746871014457
9.535221763806742,31.434718476264287
2.0969103949009202,11.02856670230943
4.785271587966033,17.054626757629162
 9.216244154913586, 24.480472910798863
 4.343860748471808, 9.774998879436481
 7.596068775736622, 18.492339948514584
 4.077196049557101, 9.157538941361201
 7.625445620915119, 22.071226055300063
 3.6403364121204795, 8.191512915355831
 1.7147401097066002, 3.970052393358036
 8.717050073024312, 26.582046496638423
3.849442387400398,13.307912879670432
1.3320290841315021,6.325522325935274
 4.692210181211092, 11.531066201707894
0.4649610693339934,4.49831760285532
 8.121189784831166, 22.252499213278323
1.5189299111235854,6.875325016815649
8.585923951524283,28.20982488204979
 3.628620950973527, 10.341170796897725
3.3482075992736338,11.464755254599613
 7.364042751912157, 19.783427680567534
4.32654408237131,16.647228318942084
 4.211878141055978, 40.09684304492588
6.336172759857663, 17.8744973224101
1.7302586962016626,6.368375270259269
9.597849076250128, 27.989021857444776
